lo_orderkey|lo_linenumber|lo_custkey|lo_partkey|lo_suppkey|lo_orderdate|lo_orderpriority|lo_shippriority|lo_quantity|lo_extendedprice|lo_ordertotalprice|lo_discount|lo_revenue|lo_supplycost|lo_tax|lo_commitdate|lo_shipmode
1059|6|22|190|1|19980515|5-LOW|0|50|5450950|18479765|0|5450950|65411|3|19980727|MAIL
1060|1|22|196|2|19970115|1-URGENT|0|8|876952|848187|7|815565|65771|4|19970330|FOB
1061|1|8|151|2|19940402|2-HIGH|0|7|735805|734626|4|706372|63069|4|19940630|FOB
1062|1|29|137|1|19920521|5-LOW|0|38|3941094|13502980|0|3941094|62227|1|19920711|TRUCK
1062|2|29|58|1|19920521|5-LOW|0|29|2778345|13502980|0|2778345|57483|3|19920711|FOB
1062|3|29|20|1|19920521|5-LOW|0|23|2116046|13502980|6|1989083|55201|1|19920730|REG AIR
1062|4|29|165|1|19920521|5-LOW|0|46|4899736|13502980|6|4605751|63909|1|19920725|RAIL
1063|1|10|96|2|19960504|4-NOT SPECI|0|42|4183578|15689436|3|4058070|59765|2|19960626|RAIL
1063|2|10|159|2|19960504|4-NOT SPECI|0|46|4872090|15689436|8|4482322|63549|6|19960725|AIR
1063|3|10|61|1|19960504|4-NOT SPECI|0|47|4516982|15689436|9|4110453|57663|3|19960714|RAIL
1063|4|10|89|1|19960504|4-NOT SPECI|0|26|2571608|15689436|5|2443027|59344|5|19960730|AIR
1088|1|4|107|1|19971115|2-HIGH|0|30|3021300|3862992|7|2809809|60426|3|19971220|SHIP
1088|2|4|37|2|19971115|2-HIGH|0|11|1030733|3862992|6|968889|56221|0|19980119|AIR
1089|1|17|151|2|19960827|1-URGENT|0|47|4940405|4974987|5|4693384|63069|6|19961018|TRUCK
1090|1|25|22|1|19950304|3-MEDIUM|0|5|461010|12082590|2|451789|55321|5|19950413|AIR
1090|2|25|113|2|19950304|3-MEDIUM|0|28|2836708|12082590|8|2609771|60786|8|19950422|FOB
1090|3|25|154|1|19950304|3-MEDIUM|0|37|3900355|12082590|3|3783344|63249|7|19950425|AIR
1090|4|25|162|1|19950304|3-MEDIUM|0|48|5098368|12082590|7|4741482|63729|0|19950517|AIR
1091|1|22|38|1|19970731|4-NOT SPECI|0|40|3752120|10745165|10|3376908|56281|6|19970917|REG AIR
1091|2|22|171|2|19970731|4-NOT SPECI|0|49|5248733|10745165|2|5143758|64270|6|19971026|FOB
1091|3|22|4|2|19970731|4-NOT SPECI|0|20|1808000|10745165|8|1663360|54240|3|19971006|SHIP
1092|1|29|184|1|19971224|3-MEDIUM|0|48|5204064|5195737|4|4995901|65050|4|19980126|AIR
1093|1|29|87|2|19950822|3-MEDIUM|0|7|690956|14106964|4|663317|59224|2|19951015|SHIP
1093|2|29|177|2|19950822|3-MEDIUM|0|37|3985529|14106964|8|3666686|64630|4|19951030|FOB
1093|3|29|61|1|19950822|3-MEDIUM|0|34|3267604|14106964|1|3234927|57663|6|19950928|REG AIR
1093|4|29|112|2|19950822|3-MEDIUM|0|7|708477|14106964|8|651798|60726|4|19951006|SHIP
1093|5|29|58|2|19950822|3-MEDIUM|0|40|3832200|14106964|2|3755556|57483|1|19951015|REG AIR
1093|6|29|27|2|19950822|3-MEDIUM|0|18|1668636|14106964|2|1635263|55621|5|19951009|SHIP
1094|1|28|115|1|19971107|3-MEDIUM|0|9|913599|8038538|7|849647|60906|6|19980128|AIR
1094|2|28|60|2|19971107|3-MEDIUM|0|36|3456216|8038538|6|3248843|57603|4|19980131|TRUCK
1094|3|28|181|1|19971107|3-MEDIUM|0|21|2270478|8038538|8|2088839|64870|5|19980121|REG AIR
1094|4|28|61|1|19971107|3-MEDIUM|0|5|480530|8038538|5|456503|57663|2|19971229|FOB
1094|5|28|168|2|19971107|3-MEDIUM|0|10|1068160|8038538|0|1068160|64089|3|19971216|REG AIR
1095|1|7|137|1|19970113|3-MEDIUM|0|33|3422529|19741894|1|3388303|62227|2|19970213|MAIL
1095|2|7|136|2|19970113|3-MEDIUM|0|24|2486712|19741894|4|2387243|62167|6|19970313|TRUCK
1095|3|7|156|1|19970113|3-MEDIUM|0|13|1372995|19741894|6|1290615|63369|1|19970312|REG AIR
1095|4|7|135|2|19970113|3-MEDIUM|0|28|2898364|19741894|8|2666494|62107|3|19970411|SHIP
1095|5|7|112|2|19970113|3-MEDIUM|0|40|4048440|19741894|9|3684080|60726|3|19970407|MAIL
1095|6|7|181|1|19970113|3-MEDIUM|0|37|4000366|19741894|7|3720340|64870|8|19970406|SHIP
1095|7|7|185|1|19970113|3-MEDIUM|0|18|1953324|19741894|5|1855657|65110|2|19970312|TRUCK
1120|1|25|178|1|19970110|1-URGENT|0|10|1078170|16503832|8|991916|64690|5|19970326|MAIL
1120|2|25|20|1|19970110|1-URGENT|0|49|4508098|16503832|1|4463017|55201|7|19970407|RAIL
1120|3|25|76|1|19970110|1-URGENT|0|21|2049747|16503832|6|1926762|58564|1|19970409|REG AIR
1120|4|25|46|2|19970110|1-URGENT|0|22|2081288|16503832|9|1893972|56762|8|19970330|REG AIR
1120|5|25|83|1|19970110|1-URGENT|0|10|983080|16503832|7|914264|58984|8|19970406|AIR
1120|6|25|81|1|19970110|1-URGENT|0|20|1962160|16503832|4|1883673|58864|8|19970315|SHIP
1120|7|25|183|1|19970110|1-URGENT|0|34|3682812|16503832|5|3498671|64990|5|19970302|FOB
1121|1|16|168|2|19960803|3-MEDIUM|0|42|4486272|8257519|4|4306821|64089|5|19961006|SHIP
1121|2|16|161|1|19960803|3-MEDIUM|0|27|2865132|8257519|8|2635921|63669|0|19961016|MAIL
1121|3|16|157|1|19960803|3-MEDIUM|0|10|1057150|8257519|0|1057150|63429|4|19961006|RAIL
1122|1|16|92|2|19980730|5-LOW|0|8|793672|17974747|10|714304|59525|6|19981021|RAIL
1122|2|16|182|2|19980730|5-LOW|0|29|3138322|17974747|5|2981405|64930|4|19981025|SHIP
1122|3|16|147|2|19980730|5-LOW|0|25|2617850|17974747|9|2382243|62828|1|19980920|RAIL
1122|4|16|106|1|19980730|5-LOW|0|40|4024400|17974747|8|3702448|60366|8|19981012|REG AIR
1122|5|16|151|1|19980730|5-LOW|0|15|1576725|17974747|5|1497888|63069|3|19981002|SHIP
1122|6|16|162|2|19980730|5-LOW|0|24|2549184|17974747|4|2447216|63729|1|19980909|RAIL
1122|7|16|1|2|19980730|5-LOW|0|38|3423800|17974747|0|3423800|54060|8|19981020|TRUCK
1123|1|5|12|2|19941027|2-HIGH|0|10|912010|12235464|5|866409|54720|8|19941228|MAIL
1123|2|5|178|1|19941027|2-HIGH|0|39|4204863|12235464|3|4078717|64690|8|19950114|REG AIR
1123|3|5|101|1|19941027|2-HIGH|0|38|3804180|12235464|3|3690054|60066|8|19941228|FOB
1123|4|5|53|2|19941027|2-HIGH|0|30|2859150|12235464|4|2744784|57183|6|19950106|MAIL
1124|1|29|198|2|19980128|4-NOT SPECI|0|1|109819|4556239|9|99935|65891|8|19980402|REG AIR
1124|2|29|6|2|19980128|4-NOT SPECI|0|13|1177800|4556239|5|1118910|54360|4|19980403|SHIP
1124|3|29|93|1|19980128|4-NOT SPECI|0|35|3475815|4556239|10|3128233|59585|5|19980408|AIR
1125|1|13|133|2|19950919|4-NOT SPECI|0|4|413252|8043838|8|380191|61987|2|19951120|MAIL
1125|2|13|138|1|19950919|4-NOT SPECI|0|24|2491512|8043838|10|2242360|62287|3|19951025|AIR
1125|3|13|122|1|19950919|4-NOT SPECI|0|26|2657512|8043838|5|2524636|61327|4|19951211|TRUCK
1125|4|13|98|2|19950919|4-NOT SPECI|0|29|2894461|8043838|6|2720793|59885|0|19951112|RAIL
1126|1|10|36|2|19940814|4-NOT SPECI|0|44|4118532|5998231|8|3789049|56161|3|19941017|TRUCK
1126|2|10|58|2|19940814|4-NOT SPECI|0|7|670635|5998231|6|630396|57483|1|19941006|MAIL
1126|3|10|147|2|19940814|4-NOT SPECI|0|14|1465996|5998231|7|1363376|62828|7|19941030|TRUCK
1127|1|25|43|1|19960418|5-LOW|0|35|3300640|19772866|2|3234627|56582|3|19960602|TRUCK
1127|2|25|110|2|19960418|5-LOW|0|38|3838418|19772866|9|3492960|60606|5|19960610|RAIL
1127|3|25|20|1|19960418|5-LOW|0|29|2668058|19772866|9|2427932|55201|7|19960620|REG AIR
1127|4|25|175|1|19960418|5-LOW|0|7|752619|19772866|7|699935|64510|5|19960601|FOB
1127|5|25|120|1|19960418|5-LOW|0|50|5100600|19772866|0|5100600|61207|7|19960713|TRUCK
1127|6|25|15|1|19960418|5-LOW|0|35|3202535|19772866|7|2978357|54900|7|19960703|MAIL
1127|7|25|173|1|19960418|5-LOW|0|7|751219|19772866|0|751219|64390|6|19960626|REG AIR
1152|1|8|9|1|19920215|1-URGENT|0|23|2090700|12571331|6|1965258|54540|4|19920424|MAIL
1152|2|8|100|1|19920215|1-URGENT|0|25|2500250|12571331|4|2400240|60006|8|19920321|REG AIR
1152|3|8|42|1|19920215|1-URGENT|0|6|565224|12571331|7|525658|56522|3|19920508|FOB
1152|4|8|98|1|19920215|1-URGENT|0|29|2894461|12571331|4|2778682|59885|4|19920321|FOB
1152|5|8|140|2|19920215|1-URGENT|0|33|3432462|12571331|9|3123540|62408|2|19920422|REG AIR
1152|6|8|168|2|19920215|1-URGENT|0|12|1281792|12571331|3|1243338|64089|6|19920412|AIR
1153|1|29|86|2|19971006|2-HIGH|0|15|1479120|18802309|0|1479120|59164|8|19980104|SHIP
1153|2|29|169|1|19971006|2-HIGH|0|50|5345800|18802309|0|5345800|64149|7|19971231|REG AIR
1153|3|29|44|1|19971006|2-HIGH|0|25|2360100|18802309|0|2360100|56642|5|19971216|TRUCK
1153|4|29|92|1|19971006|2-HIGH|0|43|4265987|18802309|1|4223327|59525|0|19971119|MAIL
1153|5|29|142|2|19971006|2-HIGH|0|45|4689630|18802309|0|4689630|62528|2|19971208|AIR
1154|1|28|143|1|19961019|1-URGENT|0|31|3233734|23810723|6|3039709|62588|6|19961229|AIR
1154|2|28|148|2|19961019|1-URGENT|0|50|5240700|23810723|7|4873851|62888|6|19961224|TRUCK
1154|3|28|97|2|19961019|1-URGENT|0|5|498545|23810723|9|453675|59825|4|19970109|MAIL
1154|4|28|1|1|19961019|1-URGENT|0|35|3153500|23810723|0|3153500|54060|7|19961205|TRUCK
1154|5|28|36|1|19961019|1-URGENT|0|18|1684854|23810723|2|1651156|56161|3|19961126|REG AIR
1154|6|28|196|1|19961019|1-URGENT|0|50|5480950|23810723|6|5152093|65771|3|19961204|TRUCK
1154|7|28|62|2|19961019|1-URGENT|0|48|4617888|23810723|3|4479351|57723|2|19970108|FOB
1155|1|20|70|1|19980114|4-NOT SPECI|0|4|388028|12690281|9|353105|58204|5|19980319|SHIP
1155|2|20|196|2|19980114|4-NOT SPECI|0|39|4275141|12690281|8|3933129|65771|5|19980413|TRUCK
1155|3|20|147|1|19980114|4-NOT SPECI|0|23|2408422|12690281|8|2215748|62828|3|19980308|FOB
1155|4|20|140|1|19980114|4-NOT SPECI|0|12|1248168|12690281|1|1235686|62408|6|19980413|RAIL
1155|5|20|5|2|19980114|4-NOT SPECI|0|49|4434500|12690281|4|4257120|54300|8|19980409|AIR
1156|1|29|87|2|19960630|2-HIGH|0|15|1480620|3533383|7|1376976|59224|6|19960914|AIR
1156|2|29|33|1|19960630|2-HIGH|0|21|1959363|3533383|2|1920175|55981|8|19960925|AIR
1157|1|14|49|2|19920918|3-MEDIUM|0|16|1518464|2542222|6|1427356|56942|0|19921111|MAIL
1157|2|14|83|2|19920918|3-MEDIUM|0|4|393232|2542222|10|353908|58984|5|19921202|SHIP
1157|3|14|48|2|19920918|3-MEDIUM|0|8|758432|2542222|2|743263|56882|0|19921118|REG AIR
1158|1|19|45|1|19971026|5-LOW|0|5|472520|6699747|2|463069|56702|4|19971125|AIR
1158|2|19|157|2|19971026|5-LOW|0|23|2431445|6699747|0|2431445|63429|8|19971215|MAIL
1158|3|19|88|1|19971026|5-LOW|0|18|1778544|6699747|6|1671831|59284|0|19980123|TRUCK
1158|4|19|154|2|19971026|5-LOW|0|19|2002885|6699747|6|1882711|63249|2|19980118|AIR
1159|1|16|109|1|19920824|5-LOW|0|39|3935490|5555368|1|3896135|60546|0|19921003|FOB
1159|2|16|96|2|19920824|5-LOW|0|7|697263|5555368|8|641481|59765|0|19921002|AIR
1159|3|16|98|1|19920824|5-LOW|0|11|1097899|5555368|10|988109|59885|3|19921112|MAIL
1184|1|13|47|1|19960815|4-NOT SPECI|0|27|2557008|3970029|1|2531437|56822|0|19960921|REG AIR
1184|2|13|147|2|19960815|4-NOT SPECI|0|4|418856|3970029|4|402101|62828|3|19961113|RAIL
1184|3|13|164|1|19960815|4-NOT SPECI|0|7|744912|3970029|5|707666|63849|0|19961026|TRUCK
1184|4|13|126|2|19960815|4-NOT SPECI|0|3|307836|3970029|2|301679|61567|5|19961008|REG AIR
1185|1|28|72|2|19921120|3-MEDIUM|0|8|777656|4703321|1|769879|58324|6|19930101|MAIL
1185|2|28|31|1|19921120|3-MEDIUM|0|28|2606884|4703321|7|2424402|55861|6|19930103|REG AIR
1185|3|28|190|1|19921120|3-MEDIUM|0|12|1308228|4703321|5|1242816|65411|6|19921223|REG AIR
1186|1|4|3|1|19960411|2-HIGH|0|28|2528400|5546998|8|2326128|54180|7|19960613|TRUCK
1186|2|4|92|2|19960411|2-HIGH|0|11|1091299|5546998|7|1014908|59525|5|19960617|AIR
1186|3|4|101|1|19960411|2-HIGH|0|20|2002200|5546998|7|1862046|60066|7|19960619|FOB
1187|1|10|178|2|19940409|1-URGENT|0|29|3126693|8594802|1|3095426|64690|4|19940629|RAIL
1187|2|10|131|1|19940409|1-URGENT|0|15|1546695|8594802|3|1500294|61867|4|19940602|TRUCK
1187|3|10|78|1|19940409|1-URGENT|0|40|3912280|8594802|8|3599297|58684|6|19940520|TRUCK
1188|1|4|115|1|19970316|5-LOW|0|2|203022|211142|0|203022|60906|4|19970427|RAIL
1189|1|23|51|1|19951107|3-MEDIUM|0|23|2187415|2056170|6|2056170|57063|0|19960105|FOB
1190|1|25|84|2|19921207|5-LOW|0|32|3149056|3519445|7|2928622|59044|6|19930108|FOB
1190|2|25|9|2|19921207|5-LOW|0|1|90900|3519445|6|85446|54540|5|19930225|REG AIR
1190|3|25|175|1|19921207|5-LOW|0|3|322551|3519445|3|312874|64510|4|19930211|RAIL
1191|1|2|49|1|19920426|4-NOT SPECI|0|29|2752216|2862304|0|2752216|56942|4|19920717|AIR
1216|1|2|97|2|19940620|4-NOT SPECI|0|8|797672|8032346|3|773741|59825|4|19940917|TRUCK
1216|2|2|75|2|19940620|4-NOT SPECI|0|48|4680336|8032346|10|4212302|58504|1|19940815|SHIP
1216|3|2|42|1|19940620|4-NOT SPECI|0|18|1695672|8032346|0|1695672|56522|3|19940811|MAIL
1216|4|2|85|1|19940620|4-NOT SPECI|0|13|1280604|8032346|7|1190961|59104|3|19940725|FOB
1217|1|7|60|2|19951005|3-MEDIUM|0|45|4320270|4311633|7|4017851|57603|2|19951202|AIR
1217|2|7|88|2|19951005|3-MEDIUM|0|2|197616|4311633|0|197616|59284|8|19951229|AIR
1218|1|10|140|1|19960829|1-URGENT|0|16|1664224|14483274|4|1597655|62408|7|19961016|FOB
1218|2|10|94|1|19960829|1-URGENT|0|41|4075769|14483274|6|3831222|59645|6|19961014|SHIP
1218|3|10|48|2|19960829|1-URGENT|0|44|4171376|14483274|7|3879379|56882|6|19961112|TRUCK
1218|4|10|42|1|19960829|1-URGENT|0|1|94204|14483274|1|93261|56522|8|19961116|TRUCK
1218|5|10|191|2|19960829|1-URGENT|0|41|4473879|14483274|6|4205446|65471|7|19961113|MAIL
1219|1|4|132|2|19920419|4-NOT SPECI|0|6|619278|12190310|8|569735|61927|4|19920708|MAIL
1219|2|4|129|1|19920419|4-NOT SPECI|0|4|411648|12190310|1|407531|61747|4|19920606|SHIP
1219|3|4|151|2|19920419|4-NOT SPECI|0|18|1892070|12190310|2|1854228|63069|7|19920618|TRUCK
1219|4|4|7|2|19920419|4-NOT SPECI|0|29|2630300|12190310|9|2393573|54420|0|19920528|TRUCK
1219|5|4|167|1|19920419|4-NOT SPECI|0|49|5229084|12190310|4|5019920|64029|8|19920521|RAIL
1219|6|4|63|1|19920419|4-NOT SPECI|0|14|1348284|12190310|1|1334801|57783|3|19920630|MAIL
1220|1|2|169|2|19930205|3-MEDIUM|0|25|2672900|6605893|10|2405610|64149|3|19930416|REG AIR
1220|2|2|160|2|19930205|3-MEDIUM|0|36|3816576|6605893|1|3778410|63609|2|19930423|SHIP
1220|3|2|37|1|19930205|3-MEDIUM|0|3|281109|6605893|8|258620|56221|6|19930412|REG AIR
1221|1|2|81|1|19960525|4-NOT SPECI|0|43|4218644|4208096|5|4007711|58864|5|19960820|FOB
1222|1|10|72|2|19920102|1-URGENT|0|12|1166484|12967273|9|1061500|58324|2|19920208|RAIL
1222|2|10|159|1|19920102|1-URGENT|0|12|1270980|12967273|8|1169301|63549|1|19920221|REG AIR
1222|3|10|8|1|19920102|1-URGENT|0|26|2360800|12967273|2|2313584|54480|8|19920214|MAIL
1222|4|10|149|1|19920102|1-URGENT|0|38|3986732|12967273|6|3747528|62948|2|19920308|FOB
1222|5|10|22|1|19920102|1-URGENT|0|48|4425696|12967273|9|4027383|55321|2|19920315|TRUCK
1222|6|10|26|1|19920102|1-URGENT|0|3|277806|12967273|5|263915|55561|4|19920228|FOB
1223|1|29|100|1|19940105|1-URGENT|0|28|2800280|2671467|10|2520252|60006|6|19940306|MAIL
1248|1|8|164|1|19920929|4-NOT SPECI|0|45|4788720|5171817|0|4788720|63849|8|19921227|RAIL
1249|1|8|59|2|19971030|1-URGENT|0|49|4699345|15077495|7|4370390|57543|5|19971223|RAIL
1249|2|8|45|2|19971030|1-URGENT|0|50|4725200|15077495|4|4536192|56702|6|19980104|FOB
1249|3|8|50|1|19971030|1-URGENT|0|40|3800200|15077495|6|3572188|57003|4|19980108|SHIP
1249|4|8|24|1|19971030|1-URGENT|0|3|277206|15077495|1|274433|55441|5|19971205|RAIL
1249|5|8|35|1|19971030|1-URGENT|0|18|1683054|15077495|6|1582070|56101|6|19980101|RAIL
1250|1|29|2|1|19970804|5-LOW|0|15|1353000|8000055|10|1217700|54120|6|19971022|SHIP
1250|2|29|194|1|19970804|5-LOW|0|5|547095|8000055|9|497856|65651|0|19970916|SHIP
1250|3|29|141|2|19970804|5-LOW|0|34|3539876|8000055|5|3362882|62468|5|19971025|FOB
1250|4|29|77|2|19970804|5-LOW|0|18|1758726|8000055|3|1705964|58624|4|19971008|REG AIR
1250|5|29|171|1|19970804|5-LOW|0|9|964053|8000055|6|906209|64270|0|19971018|MAIL
1251|1|23|4|1|19930126|1-URGENT|0|37|3344800|10953655|8|3077216|54240|8|19930410|AIR
1251|2|23|78|1|19930126|1-URGENT|0|36|3521052|10953655|7|3274578|58684|4|19930405|RAIL
1251|3|23|99|2|19930126|1-URGENT|0|37|3696633|10953655|9|3363936|59945|2|19930227|RAIL
1251|4|23|150|2|19930126|1-URGENT|0|7|735105|10953655|7|683647|63009|0|19930325|MAIL
1251|5|23|188|2|19930126|1-URGENT|0|1|108818|10953655|2|106641|65290|3|19930404|REG AIR
1252|1|14|87|1|19951222|1-URGENT|0|13|1283204|5809098|10|1154883|59224|1|19960130|REG AIR
1252|2|14|111|2|19951222|1-URGENT|0|27|2729997|5809098|0|2729997|60666|8|19960227|REG AIR
1252|3|14|40|1|19951222|1-URGENT|0|19|1786076|5809098|7|1661050|56402|2|19960311|AIR
1253|1|25|180|2|19940530|4-NOT SPECI|0|14|1512252|2904520|0|1512252|64810|6|19940818|MAIL
1253|2|25|54|2|19940530|4-NOT SPECI|0|13|1240265|2904520|1|1227862|57243|6|19940828|FOB
1254|1|20|193|1|19930111|5-LOW|0|6|655914|17635523|8|603440|65591|1|19930411|REG AIR
1254|2|20|200|2|19930111|5-LOW|0|47|5170940|17635523|5|4912393|66012|6|19930312|MAIL
1254|3|20|135|1|19930111|5-LOW|0|35|3622955|17635523|5|3441807|62107|6|19930321|FOB
1254|4|20|78|2|19930111|5-LOW|0|4|391228|17635523|0|391228|58684|1|19930324|TRUCK
1254|5|20|72|1|19930111|5-LOW|0|5|486035|17635523|0|486035|58324|6|19930408|RAIL
1254|6|20|2|1|19930111|5-LOW|0|41|3698200|17635523|5|3513290|54120|6|19930221|TRUCK
1254|7|20|18|2|19930111|5-LOW|0|40|3672040|17635523|10|3304836|55080|7|19930214|MAIL
1255|1|13|192|1|19941211|1-URGENT|0|12|1310628|20528348|0|1310628|65531|2|19950110|REG AIR
1255|2|13|194|2|19941211|1-URGENT|0|46|5033274|20528348|7|4680944|65651|5|19950125|MAIL
1255|3|13|104|1|19941211|1-URGENT|0|39|3915990|20528348|0|3915990|60246|7|19950227|AIR
1255|4|13|139|2|19941211|1-URGENT|0|11|1143043|20528348|0|1143043|62347|4|19950218|REG AIR
1255|5|13|153|1|19941211|1-URGENT|0|50|5265750|20528348|9|4791832|63189|2|19950225|SHIP
1255|6|13|147|2|19941211|1-URGENT|0|8|837712|20528348|10|753940|62828|6|19950120|TRUCK
1255|7|13|28|2|19941211|1-URGENT|0|34|3155268|20528348|4|3029057|55681|6|19950228|MAIL
1280|1|25|129|2|19920229|4-NOT SPECI|0|17|1749504|4127978|1|1732008|61747|1|19920528|FOB
1280|2|25|189|2|19920229|4-NOT SPECI|0|6|653508|4127978|5|620832|65350|6|19920405|AIR
1280|3|25|33|2|19920229|4-NOT SPECI|0|13|1212939|4127978|3|1176550|55981|2|19920428|TRUCK
1280|4|25|175|2|19920229|4-NOT SPECI|0|5|537585|4127978|6|505329|64510|3|19920331|AIR
1281|1|25|138|1|19960830|4-NOT SPECI|0|33|3425829|16545451|7|3186020|62287|8|19961007|REG AIR
1281|2|25|7|2|19960830|4-NOT SPECI|0|37|3355900|16545451|8|3087428|54420|3|19961022|AIR
1281|3|25|94|2|19960830|4-NOT SPECI|0|2|198818|16545451|5|188877|59645|6|19961015|FOB
1281|4|25|154|1|19960830|4-NOT SPECI|0|38|4005770|16545451|4|3845539|63249|6|19960930|MAIL
1281|5|25|152|1|19960830|4-NOT SPECI|0|13|1367795|16545451|3|1326761|63129|7|19961102|TRUCK
1281|6|25|50|2|19960830|4-NOT SPECI|0|4|380020|16545451|7|353418|57003|4|19961110|SHIP
1281|7|25|78|2|19960830|4-NOT SPECI|0|43|4205701|16545451|10|3785130|58684|2|19961028|AIR
1282|1|28|23|1|19960107|2-HIGH|0|14|1292228|10422156|4|1240538|55381|2|19960212|REG AIR
1282|2|28|30|2|19960107|2-HIGH|0|10|930030|10422156|9|846327|55801|6|19960223|SHIP
1282|3|28|160|1|19960107|2-HIGH|0|19|2014304|10422156|1|1994160|63609|3|19960214|RAIL
1282|4|28|59|1|19960107|2-HIGH|0|19|1822195|10422156|0|1822195|57543|5|19960224|REG AIR
1282|5|28|116|2|19960107|2-HIGH|0|42|4267662|10422156|6|4011602|60966|7|19960315|FOB
1283|1|4|93|2|19920601|1-URGENT|0|47|4667523|15244300|5|4434146|59585|3|19920731|TRUCK
1283|2|4|106|2|19920601|1-URGENT|0|1|100610|15244300|0|100610|60366|8|19920714|RAIL
1283|3|4|138|2|19920601|1-URGENT|0|18|1868634|15244300|2|1831261|62287|1|19920809|AIR
1283|4|4|192|1|19920601|1-URGENT|0|40|4368760|15244300|7|4062946|65531|3|19920825|MAIL
1283|5|4|124|1|19920601|1-URGENT|0|43|4403716|15244300|1|4359678|61447|4|19920821|RAIL
1284|1|22|178|2|19930514|4-NOT SPECI|0|49|5283033|12449071|0|5283033|64690|6|19930710|MAIL
1284|2|22|6|1|19930514|4-NOT SPECI|0|4|362400|12449071|7|337032|54360|6|19930618|TRUCK
1284|3|22|133|1|19930514|4-NOT SPECI|0|39|4029207|12449071|8|3706870|61987|0|19930614|MAIL
1284|4|22|59|1|19930514|4-NOT SPECI|0|1|95905|12449071|1|94945|57543|7|19930808|SHIP
1284|5|22|34|1|19930514|4-NOT SPECI|0|9|840627|12449071|5|798595|56041|6|19930725|REG AIR
1284|6|22|142|1|19930514|4-NOT SPECI|0|17|1771638|12449071|4|1700772|62528|8|19930627|AIR
1285|1|4|22|1|19940705|2-HIGH|0|12|1106424|17586668|0|1106424|55321|6|19940919|MAIL
1285|2|4|143|1|19940705|2-HIGH|0|45|4694130|17586668|1|4647188|62588|2|19940911|REG AIR
1285|3|4|189|2|19940705|2-HIGH|0|4|435672|17586668|9|396461|65350|6|19940920|FOB
1285|4|4|188|1|19940705|2-HIGH|0|39|4243902|17586668|5|4031706|65290|1|19940908|TRUCK
1285|5|4|84|2|19940705|2-HIGH|0|33|3247464|17586668|0|3247464|59044|8|19940928|SHIP
1285|6|4|66|2|19940705|2-HIGH|0|39|3767634|17586668|8|3466223|57963|6|19940919|AIR
1286|1|23|178|1|19940519|3-MEDIUM|0|49|5283033|10807865|8|4860390|64690|1|19940817|SHIP
1286|2|23|49|1|19940519|3-MEDIUM|0|48|4555392|10807865|1|4509838|56942|4|19940716|TRUCK
1286|3|23|189|2|19940519|3-MEDIUM|0|11|1198098|10807865|3|1162155|65350|4|19940804|FOB
1287|1|29|174|2|19940913|1-URGENT|0|35|3759595|3626504|9|3421231|64450|6|19941121|FOB
1312|1|29|81|2|19940513|3-MEDIUM|0|9|882972|5811100|4|847653|58864|8|19940623|MAIL
1312|2|29|136|1|19940513|3-MEDIUM|0|28|2901164|5811100|6|2727094|62167|6|19940726|FOB
1312|3|29|173|2|19940513|3-MEDIUM|0|18|1931706|5811100|3|1873754|64390|7|19940702|MAIL
1313|1|5|52|2|19980322|5-LOW|0|48|4569840|14623479|1|4524141|57123|3|19980507|MAIL
1313|2|5|13|1|19980322|5-LOW|0|40|3652040|14623479|7|3396397|54780|4|19980520|AIR
1313|3|5|125|2|19980322|5-LOW|0|13|1332656|14623479|8|1226043|61507|1|19980519|TRUCK
1313|4|5|168|1|19980322|5-LOW|0|4|427264|14623479|4|410173|64089|6|19980508|TRUCK
1313|5|5|45|1|19980322|5-LOW|0|50|4725200|14623479|5|4488940|56702|6|19980506|RAIL
1314|1|4|198|1|19931203|1-URGENT|0|5|549095|18808385|3|532622|65891|1|19940226|AIR
1314|2|4|110|2|19931203|1-URGENT|0|39|3939429|18808385|1|3900034|60606|3|19940104|TRUCK
1314|3|4|41|1|19931203|1-URGENT|0|11|1035144|18808385|1|1024792|56462|4|19940219|REG AIR
1314|4|4|178|2|19931203|1-URGENT|0|42|4528314|18808385|2|4437747|64690|4|19940104|SHIP
1314|5|4|114|2|19931203|1-URGENT|0|40|4056440|18808385|9|3691360|60846|0|19940115|SHIP
1314|6|4|12|2|19931203|1-URGENT|0|3|273603|18808385|7|254450|54720|2|19940218|MAIL
1314|7|4|170|1|19931203|1-URGENT|0|42|4494714|18808385|3|4359872|64210|6|19940207|RAIL
1315|1|20|96|1|19950519|2-HIGH|0|27|2689443|12193523|1|2662548|59765|3|19950810|SHIP
1315|2|20|16|2|19950519|2-HIGH|0|15|1374015|12193523|5|1305314|54960|1|19950807|AIR
1315|3|20|168|2|19950519|2-HIGH|0|25|2670400|12193523|1|2643696|64089|8|19950807|FOB
1315|4|20|161|2|19950519|2-HIGH|0|19|2016204|12193523|2|1975879|63669|5|19950720|SHIP
1315|5|20|159|1|19950519|2-HIGH|0|32|3389280|12193523|10|3050352|63549|5|19950809|SHIP
1316|1|26|127|2|19980627|3-MEDIUM|0|46|4724752|9578999|5|4488514|61627|4|19980818|TRUCK
1316|2|26|79|1|19980627|3-MEDIUM|0|15|1468605|9578999|2|1439232|58744|1|19980924|FOB
